time (days since 1610-01-01),irradiance (W/m^2),uncertainty (W/m^2)
99469.0,1360.780029296875,0.504102885723114
99470.0,1360.5662841796875,0.5400269627571106
99471.0,1360.38134765625,0.5816761255264282
99472.0,1360.280029296875,0.615616500377655
99473.0,1360.1446533203125,0.6392335891723633
99474.0,1360.2835693359375,0.643418550491333
99475.0,1360.1688232421875,0.6846062541007996
99476.0,1360.3367919921875,0.6804615259170532
99477.0,1360.2408447265625,0.7233601808547974
99478.0,1360.090087890625,0.7310806512832642
99479.0,1359.784423828125,0.8184878826141357
99480.0,1359.64453125,0.8404958248138428
99481.0,1359.253173828125,0.9127587676048279
99482.0,1359.0535888671875,0.9233506917953491
99483.0,1358.951416015625,0.9460489153862
99484.0,1359.51025390625,0.816329300403595
99485.0,1359.728271484375,0.7427710294723511
99486.0,1360.0225830078125,0.6734696626663208
99487.0,1360.350341796875,0.5969549417495728
99488.0,1360.5489501953125,0.5356086492538452
99489.0,1360.647216796875,0.49306321144104004
99490.0,1360.7386474609375,0.4553590714931488
99491.0,1360.7403564453125,0.4329421818256378
99492.0,1360.75341796875,0.44658419489860535
99493.0,1360.7269287109375,0.44575101137161255
99494.0,1360.5789794921875,0.4457717835903168
99495.0,1360.5325927734375,0.4569011330604553
99496.0,1360.626953125,0.49467331171035767
99497.0,1360.6395263671875,0.49148029088974
99498.0,1360.600830078125,0.4924599528312683
99499.0,1360.6328125,0.49042102694511414
99500.0,1360.6363525390625,0.4779665470123291
99501.0,1360.7137451171875,0.47058260440826416
99502.0,1360.7188720703125,0.46277284622192383
99503.0,1360.7437744140625,0.44472283124923706
99504.0,1360.759765625,0.4279218912124634
99505.0,1360.7047119140625,0.43363747000694275
99506.0,1360.7220458984375,0.43988683819770813
99507.0,1360.6011962890625,0.4875819683074951
99508.0,1360.453125,0.5036368370056152
99509.0,1360.4154052734375,0.5061453580856323
99510.0,1360.1270751953125,0.5595104694366455
99511.0,1360.1380615234375,0.5610401630401611
